region,date,set,habitat,Paired,sz_orgnsm,count,rel_abun,rel_abun_per
Qualicum,2016-06-22,2.1,Eel,NA,6_Gammarid,1.0,0.002881844,0.2881844
Qualicum,2016-06-22,2.1,Eel,NA,6_Caprellidea,1.0,0.002881844,0.2881844
Qualicum,2016-06-22,2.1,Eel,NA,50_Natantia,1.0,0.002881844,0.2881844
Qualicum,2016-06-22,2.1,Eel,NA,34_Natantia,1.0,0.002881844,0.2881844
Qualicum,2016-06-22,2.1,Eel,NA,18_Natantia,10.0,0.028818444,2.8818444
Qualicum,2016-06-22,2.1,Eel,NA,14_Natantia,25.0,0.07204611,7.204611
Qualicum,2016-06-22,2.1,Eel,NA,10_Natantia,49.0,0.141210375,14.1210375
Qualicum,2016-06-22,2.1,Eel,NA,6_Natantia,26.0,0.074927954,7.4927954
Qualicum,2016-06-22,2.1,Eel,NA,10_Brachyura,1.0,0.002881844,0.2881844
Qualicum,2016-06-22,2.1,Eel,NA,14_Brachyura,4.0,0.011527378,1.1527378
Qualicum,2016-06-22,2.1,Eel,NA,2_Gammarid,18.0,0.051873199,5.1873199
Qualicum,2016-06-22,2.1,Eel,NA,2_Phyllodocida,1.0,0.002881844,0.2881844
Qualicum,2016-06-22,2.1,Eel,NA,2_Natantia,149.0,0.429394813,42.9394813
Qualicum,2016-06-22,2.1,Eel,NA,2_Brachyura,1.0,0.002881844,0.2881844
Qualicum,2016-06-22,2.1,Eel,NA,2_Fish Larvae,1.0,0.002881844,0.2881844
Qualicum,2016-06-22,2.1,Eel,NA,1_Gammarid,31.0,0.089337176,8.9337176
Qualicum,2016-06-22,2.1,Eel,NA,1_Caprellidea,3.0,0.008645533,0.8645533000000001
Qualicum,2016-06-22,2.1,Eel,NA,1_Cyclopoid,1.0,0.002881844,0.2881844
Qualicum,2016-06-22,2.1,Eel,NA,1_Harpac,1.0,0.002881844,0.2881844
Qualicum,2016-06-22,2.1,Eel,NA,1_Calanoid,4.0,0.011527378,1.1527378
Qualicum,2016-06-22,2.1,Eel,NA,1_Natantia,4.0,0.011527378,1.1527378
Qualicum,2016-06-22,2.1,Eel,NA,1_Cumacea,3.0,0.008645533,0.8645533000000001
Qualicum,2016-06-22,2.1,Eel,NA,1_Isopod,10.0,0.028818444,2.8818444
Qualicum,2016-06-22,2.1,Eel,NA,1_Phyllodocida,1.0,0.002881844,0.2881844
Qualicum,2016-06-06,1.1,No_Eel,NA,6_Caprellidea,9.0,0.014263074,1.4263074
Qualicum,2016-06-06,1.1,No_Eel,NA,6_Echinoderm,3.0,0.004754358,0.4754358
Qualicum,2016-06-06,1.1,No_Eel,NA,6_Valvifera,1.0,0.001584786,0.1584786
Qualicum,2016-06-06,1.1,No_Eel,NA,6_Phyllodocida,3.0,0.004754358,0.4754358
Qualicum,2016-06-06,1.1,No_Eel,NA,6_Natantia,6.0,0.009508716,0.9508716
Qualicum,2016-06-06,1.1,No_Eel,NA,10_Fish Larvae,3.0,0.004754358,0.4754358
Qualicum,2016-06-06,1.1,No_Eel,NA,30_Fish Larvae,1.0,0.001584786,0.1584786
Qualicum,2016-06-06,1.1,No_Eel,NA,22_Brachyura,1.0,0.001584786,0.1584786
Qualicum,2016-06-06,1.1,No_Eel,NA,2_Gammarid,43.0,0.0681458,6.81458
Qualicum,2016-06-06,1.1,No_Eel,NA,2_Caprellidea,206.0,0.326465927,32.6465927
Qualicum,2016-06-06,1.1,No_Eel,NA,2_Echinoderm,12.0,0.019017433,1.9017433000000001
Qualicum,2016-06-06,1.1,No_Eel,NA,2_Phyllodocida,24.0,0.038034865,3.8034865
Qualicum,2016-06-06,1.1,No_Eel,NA,2_Natantia,65.0,0.103011094,10.3011094
Qualicum,2016-06-06,1.1,No_Eel,NA,2_Fish Larvae,1.0,0.001584786,0.1584786
Qualicum,2016-06-06,1.1,No_Eel,NA,2_Brachyura,2.0,0.003169572,0.3169572
Qualicum,2016-06-06,1.1,No_Eel,NA,1_Gammarid,72.0,0.114104596,11.4104596
Qualicum,2016-06-06,1.1,No_Eel,NA,1_Caprellidea,97.0,0.153724247,15.372424700000002
Qualicum,2016-06-06,1.1,No_Eel,NA,1_Phyllodocida,51.0,0.080824089,8.0824089
Qualicum,2016-06-06,1.1,No_Eel,NA,1_Calanoid,5.0,0.00792393,0.7923929999999999
Qualicum,2016-06-06,1.1,No_Eel,NA,1_Cumacea,6.0,0.009508716,0.9508716
Qualicum,2016-06-06,1.1,No_Eel,NA,1_Barnacle,20.0,0.031695721,3.1695721000000003
Qualicum,2016-06-06,2.1,No_Eel,NA,2_Gammarid,1.0,0.003846154,0.3846154
Qualicum,2016-06-06,2.1,No_Eel,NA,2_Caprellidea,16.0,0.061538462,6.1538462
Qualicum,2016-06-06,2.1,No_Eel,NA,2_Natantia,2.0,0.007692308,0.7692308
Qualicum,2016-06-06,2.1,No_Eel,NA,2_Cumacea,1.0,0.003846154,0.3846154
Qualicum,2016-06-06,2.1,No_Eel,NA,1_Caprellidea,3.0,0.011538462,1.1538461999999998
Qualicum,2016-06-06,2.1,No_Eel,NA,1_Phyllodocida,1.0,0.003846154,0.3846154
Qualicum,2016-06-06,2.1,No_Eel,NA,1_Appendicularia,1.0,0.003846154,0.3846154
Qualicum,2016-06-06,2.1,No_Eel,NA,1_Calanoid,1.0,0.003846154,0.3846154
Qualicum,2016-06-06,2.1,No_Eel,NA,1_Cumacea,8.0,0.030769231,3.0769231
Qualicum,2016-06-06,2.1,No_Eel,NA,1_Phyllodocida,1.0,0.003846154,0.3846154
Qualicum,2016-06-06,2.1,No_Eel,NA,1_Ostracod,225.0,0.865384615,86.5384615
Qualicum,2016-05-25,1.1,No_Eel,1,6_Gammarid,8.0,0.015717092,1.5717092
Qualicum,2016-05-25,1.1,No_Eel,1,10_Caprellidea,2.0,0.003929273,0.3929273
Qualicum,2016-05-25,1.1,No_Eel,1,6_Caprellidea,45.0,0.088408644,8.8408644
Qualicum,2016-05-25,1.1,No_Eel,1,14_Phyllodocida,2.0,0.003929273,0.3929273
Qualicum,2016-05-25,1.1,No_Eel,1,6_Phyllodocida,9.0,0.017681729,1.7681729
Qualicum,2016-05-25,1.1,No_Eel,1,10_Natantia,2.0,0.003929273,0.3929273
Qualicum,2016-05-25,1.1,No_Eel,1,6_Natantia,3.0,0.00589391,0.589391
Qualicum,2016-05-25,1.1,No_Eel,1,6_Cardidae,1.0,0.001964637,0.1964637
Qualicum,2016-05-25,1.1,No_Eel,1,2_Echinoderm,1.0,0.001964637,0.1964637
Qualicum,2016-05-25,1.1,No_Eel,1,2_Gammarid,76.0,0.149312377,14.9312377
Qualicum,2016-05-25,1.1,No_Eel,1,2_Caprellidea,112.0,0.220039293,22.0039293
Qualicum,2016-05-25,1.1,No_Eel,1,2_Gastropod,3.0,0.00589391,0.589391
Qualicum,2016-05-25,1.1,No_Eel,1,2_Phyllodocida,22.0,0.043222004,4.3222004
Qualicum,2016-05-25,1.1,No_Eel,1,2_Natantia,100.0,0.196463654,19.6463654
Qualicum,2016-05-25,1.1,No_Eel,1,2_Brachyura,12.0,0.023575639,2.3575638999999997
Qualicum,2016-05-25,1.1,No_Eel,1,2_Barnacle,8.0,0.015717092,1.5717092
Qualicum,2016-05-25,1.1,No_Eel,1,1_Gammarid,61.0,0.119842829,11.9842829
Qualicum,2016-05-25,1.1,No_Eel,1,1_Caprellidea,17.0,0.033398821,3.3398821
Qualicum,2016-05-25,1.1,No_Eel,1,1_Phyllodocida,17.0,0.033398821,3.3398821
Qualicum,2016-05-25,1.1,No_Eel,1,1_Barnacle,8.0,0.015717092,1.5717092
Qualicum,2016-05-25,1.1,Eel,NA,6_Gammarid,2.0,0.00921659,0.921659
Qualicum,2016-05-25,1.1,Eel,NA,6_Caprellidea,10.0,0.046082949,4.6082949
Qualicum,2016-05-25,1.1,Eel,NA,22_Natantia,1.0,0.004608295,0.4608295
Qualicum,2016-05-25,1.1,Eel,NA,2_Gammarid,37.0,0.170506912,17.050691200000003
Qualicum,2016-05-25,1.1,Eel,NA,2_Caprellidea,11.0,0.050691244,5.069124400000001
Qualicum,2016-05-25,1.1,Eel,NA,2_Gastropod,17.0,0.078341014,7.8341014
Qualicum,2016-05-25,1.1,Eel,NA,2_Phyllodocida,7.0,0.032258065,3.2258065
Qualicum,2016-05-25,1.1,Eel,NA,2_Natantia,4.0,0.01843318,1.843318
Qualicum,2016-05-25,1.1,Eel,NA,2_Brachyura,2.0,0.00921659,0.921659
Qualicum,2016-05-25,1.1,Eel,NA,1_Gammarid,99.0,0.456221198,45.6221198
Qualicum,2016-05-25,1.1,Eel,NA,1_Caprellidea,7.0,0.032258065,3.2258065
Qualicum,2016-05-25,1.1,Eel,NA,1_Gastropod,3.0,0.013824885,1.3824885
Qualicum,2016-05-25,1.1,Eel,NA,1_Valvifera,8.0,0.036866359,3.6866359
Qualicum,2016-05-25,1.1,Eel,NA,1_Phyllodocida,3.0,0.013824885,1.3824885
Qualicum,2016-05-25,1.1,Eel,NA,1_Harpac,4.0,0.01843318,1.843318
Qualicum,2016-05-25,1.1,Eel,NA,1_Calanoid,1.0,0.004608295,0.4608295
Qualicum,2016-05-25,1.1,Eel,NA,1_Barnacle,1.0,0.004608295,0.4608295
Qualicum,2016-05-10,1.1,Eel,NA,6_Gammarid,2.0,0.008928571,0.8928571
Qualicum,2016-05-10,1.1,Eel,NA,22_Natantia,2.0,0.008928571,0.8928571
Qualicum,2016-05-10,1.1,Eel,NA,18_Natantia,2.0,0.008928571,0.8928571
Qualicum,2016-05-10,1.1,Eel,NA,34_Natantia,1.0,0.004464286,0.44642859999999995
Qualicum,2016-05-10,1.1,Eel,NA,10_Brachyura,1.0,0.004464286,0.44642859999999995
Qualicum,2016-05-10,1.1,Eel,NA,10_Fish Larvae,1.0,0.004464286,0.44642859999999995
Qualicum,2016-05-10,1.1,Eel,NA,2_Gammarid,67.0,0.299107143,29.910714300000002
Qualicum,2016-05-10,1.1,Eel,NA,2_Gastropod,2.0,0.008928571,0.8928571
Qualicum,2016-05-10,1.1,Eel,NA,2_Phyllodocida,2.0,0.008928571,0.8928571
Qualicum,2016-05-10,1.1,Eel,NA,2_Natantia,3.0,0.013392857,1.3392857
Qualicum,2016-05-10,1.1,Eel,NA,1_Gammarid,136.0,0.607142857,60.714285700000005
Qualicum,2016-05-10,1.1,Eel,NA,1_Calanoid,5.0,0.022321429,2.2321429
Qualicum,2016-05-10,1.1,No_Eel,NA,6_Gammarid,1.0,7.06714e-4,0.0706714
Qualicum,2016-05-10,1.1,No_Eel,NA,10_Caprellidea,2.0,0.001413428,0.1413428
Qualicum,2016-05-10,1.1,No_Eel,NA,6_Caprellidea,3.0,0.002120141,0.21201409999999998
Qualicum,2016-05-10,1.1,No_Eel,NA,6_Phyllodocida,1.0,7.06714e-4,0.0706714
Qualicum,2016-05-10,1.1,No_Eel,NA,18_Natantia,7.0,0.004946996,0.4946996
Qualicum,2016-05-10,1.1,No_Eel,NA,14_Natantia,14.0,0.009893993,0.9893993
Qualicum,2016-05-10,1.1,No_Eel,NA,10_Natantia,6.0,0.004240283,0.4240283
Qualicum,2016-05-10,1.1,No_Eel,NA,6_Natantia,2.0,0.001413428,0.1413428
Qualicum,2016-05-10,1.1,No_Eel,NA,6_Brachyura,3.0,0.002120141,0.21201409999999998
Qualicum,2016-05-10,1.1,No_Eel,NA,2_Gammarid,168.0,0.118727915,11.8727915
Qualicum,2016-05-10,1.1,No_Eel,NA,2_Caprellidea,27.0,0.019081272,1.9081272
Qualicum,2016-05-10,1.1,No_Eel,NA,2_Gastropod,10.0,0.007067138,0.7067138
Qualicum,2016-05-10,1.1,No_Eel,NA,2_Phyllodocida,75.0,0.053003534,5.3003534
Qualicum,2016-05-10,1.1,No_Eel,NA,2_Natantia,36.0,0.025441696,2.5441696
Qualicum,2016-05-10,1.1,No_Eel,NA,2_Echinoderm,3.0,0.002120141,0.21201409999999998
Qualicum,2016-05-10,1.1,No_Eel,NA,2_Bivalvia,7.0,0.004946996,0.4946996
Qualicum,2016-05-10,1.1,No_Eel,NA,1_Gammarid,360.0,0.254416961,25.4416961
Qualicum,2016-05-10,1.1,No_Eel,NA,1_Caprellidea,114.0,0.080565371,8.0565371
Qualicum,2016-05-10,1.1,No_Eel,NA,1_Phyllodocida,552.0,0.390106007,39.0106007
Qualicum,2016-05-10,1.1,No_Eel,NA,1_Calanoid,18.0,0.012720848,1.2720848
Qualicum,2016-05-10,1.1,No_Eel,NA,1_Bivalvia,6.0,0.004240283,0.4240283
Qualicum,2016-05-10,2.1,No_Eel,NA,6_Gammarid,1.0,0.003759398,0.3759398
Qualicum,2016-05-10,2.1,No_Eel,NA,14_Natantia,1.0,0.003759398,0.3759398
Qualicum,2016-05-10,2.1,No_Eel,NA,6_Cumacea,3.0,0.011278195,1.1278195
Qualicum,2016-05-10,2.1,No_Eel,NA,10_Cumacea,1.0,0.003759398,0.3759398
Qualicum,2016-05-10,2.1,No_Eel,NA,2_Gammarid,23.0,0.086466165,8.6466165
Qualicum,2016-05-10,2.1,No_Eel,NA,2_Caprellidea,3.0,0.011278195,1.1278195
Qualicum,2016-05-10,2.1,No_Eel,NA,2_Valvifera,1.0,0.003759398,0.3759398
Qualicum,2016-05-10,2.1,No_Eel,NA,2_Phyllodocida,5.0,0.018796992,1.8796992
Qualicum,2016-05-10,2.1,No_Eel,NA,2_Calanoid,1.0,0.003759398,0.3759398
Qualicum,2016-05-10,2.1,No_Eel,NA,2_Mysida,2.0,0.007518797,0.7518796999999999
Qualicum,2016-05-10,2.1,No_Eel,NA,2_Natantia,5.0,0.018796992,1.8796992
Qualicum,2016-05-10,2.1,No_Eel,NA,2_Cumacea,13.0,0.04887218,4.887218
Qualicum,2016-05-10,2.1,No_Eel,NA,2_Barnacle,10.0,0.037593985,3.7593985000000005
Qualicum,2016-05-10,2.1,No_Eel,NA,1_Gammarid,25.0,0.093984962,9.3984962
Qualicum,2016-05-10,2.1,No_Eel,NA,1_Caprellidea,1.0,0.003759398,0.3759398
Qualicum,2016-05-10,2.1,No_Eel,NA,1_Gastropod,2.0,0.007518797,0.7518796999999999
Qualicum,2016-05-10,2.1,No_Eel,NA,1_Valvifera,1.0,0.003759398,0.3759398
Qualicum,2016-05-10,2.1,No_Eel,NA,1_Phyllodocida,57.0,0.214285714,21.4285714
Qualicum,2016-05-10,2.1,No_Eel,NA,1_Appendicularia,2.0,0.007518797,0.7518796999999999
Qualicum,2016-05-10,2.1,No_Eel,NA,1_Harpac,25.0,0.093984962,9.3984962
Qualicum,2016-05-10,2.1,No_Eel,NA,1_Calanoid,53.0,0.19924812,19.924812
Qualicum,2016-05-10,2.1,No_Eel,NA,1_Mysida,2.0,0.007518797,0.7518796999999999
Qualicum,2016-05-10,2.1,No_Eel,NA,1_Cumacea,28.0,0.105263158,10.526315799999999
Qualicum,2016-05-10,2.1,No_Eel,NA,1_Echinoderm,1.0,0.003759398,0.3759398
Qualicum,2016-04-25,1.1,No_Eel,1,6_Gammarid,3.0,0.006060606,0.6060606
Qualicum,2016-04-25,1.1,No_Eel,1,10_Caprellidea,1.0,0.002020202,0.2020202
Qualicum,2016-04-25,1.1,No_Eel,1,6_Caprellidea,3.0,0.006060606,0.6060606
Qualicum,2016-04-25,1.1,No_Eel,1,6_Cumacea,5.0,0.01010101,1.0101010000000001
Qualicum,2016-04-25,1.1,No_Eel,1,6_Brachyura,1.0,0.002020202,0.2020202
Qualicum,2016-04-25,1.1,No_Eel,1,22_Fish Larvae,1.0,0.002020202,0.2020202
Qualicum,2016-04-25,1.1,No_Eel,1,2_Gammarid,203.0,0.41010101,41.010101
Qualicum,2016-04-25,1.1,No_Eel,1,2_Caprellidea,7.0,0.014141414,1.4141413999999999
Qualicum,2016-04-25,1.1,No_Eel,1,2_Gastropod,4.0,0.008080808,0.8080808
Qualicum,2016-04-25,1.1,No_Eel,1,2_Phyllodocida,10.0,0.02020202,2.0202020000000003
Qualicum,2016-04-25,1.1,No_Eel,1,2_Cumacea,66.0,0.133333333,13.3333333
Qualicum,2016-04-25,1.1,No_Eel,1,2_Brachyura,3.0,0.006060606,0.6060606
Qualicum,2016-04-25,1.1,No_Eel,1,1_Gammarid,73.0,0.147474747,14.7474747
Qualicum,2016-04-25,1.1,No_Eel,1,1_Cladoceran,5.0,0.01010101,1.0101010000000001
Qualicum,2016-04-25,1.1,No_Eel,1,1_Phyllodocida,77.0,0.155555556,15.555555600000002
Qualicum,2016-04-25,1.1,No_Eel,1,1_Cyclopoid,2.0,0.004040404,0.4040404
Qualicum,2016-04-25,1.1,No_Eel,1,1_Harpac,16.0,0.032323232,3.2323232
Qualicum,2016-04-25,1.1,No_Eel,1,1_Natantia,7.0,0.014141414,1.4141413999999999
Qualicum,2016-04-25,1.1,No_Eel,1,1_Natantia,1.0,0.002020202,0.2020202
Qualicum,2016-04-25,1.1,No_Eel,1,1_Cumacea,7.0,0.014141414,1.4141413999999999
Qualicum,2016-04-25,2.1,No_Eel,NA,6_Gammarid,28.0,0.048192771,4.8192771
Qualicum,2016-04-25,2.1,No_Eel,NA,6_Natantia,3.0,0.005163511,0.5163511
Qualicum,2016-04-25,2.1,No_Eel,NA,14_Natantia,1.0,0.00172117,0.172117
Qualicum,2016-04-25,2.1,No_Eel,NA,6_Natantia,4.0,0.006884682,0.6884682
Qualicum,2016-04-25,2.1,No_Eel,NA,6_Cumacea,1.0,0.00172117,0.172117
Qualicum,2016-04-25,2.1,No_Eel,NA,6_Brachyura,1.0,0.00172117,0.172117
Qualicum,2016-04-25,2.1,No_Eel,NA,10_Pleuronecti,1.0,0.00172117,0.172117
Qualicum,2016-04-25,2.1,No_Eel,NA,2_Gammarid,364.0,0.626506024,62.6506024
Qualicum,2016-04-25,2.1,No_Eel,NA,2_Caprellidea,3.0,0.005163511,0.5163511
Qualicum,2016-04-25,2.1,No_Eel,NA,2_Valvifera,1.0,0.00172117,0.172117
Qualicum,2016-04-25,2.1,No_Eel,NA,2_Phyllodocida,6.0,0.010327022,1.0327022
Qualicum,2016-04-25,2.1,No_Eel,NA,2_Natantia,22.0,0.037865749,3.7865748999999997
Qualicum,2016-04-25,2.1,No_Eel,NA,2_Natantia,10.0,0.017211704,1.7211704
Qualicum,2016-04-25,2.1,No_Eel,NA,2_Cumacea,22.0,0.037865749,3.7865748999999997
Qualicum,2016-04-25,2.1,No_Eel,NA,2_Brachyura,2.0,0.003442341,0.3442341
Qualicum,2016-04-25,2.1,No_Eel,NA,1_Gammarid,41.0,0.070567986,7.0567986
Qualicum,2016-04-25,2.1,No_Eel,NA,1_Cladoceran,13.0,0.022375215,2.2375215
Qualicum,2016-04-25,2.1,No_Eel,NA,1_Phyllodocida,29.0,0.049913941,4.9913941
Qualicum,2016-04-25,2.1,No_Eel,NA,1_Harpac,8.0,0.013769363,1.3769363
Qualicum,2016-04-25,2.1,No_Eel,NA,1_Calanoid,16.0,0.027538726,2.7538726
Qualicum,2016-04-25,2.1,No_Eel,NA,1_Natantia,1.0,0.00172117,0.172117
Qualicum,2016-04-25,2.1,No_Eel,NA,1_Cumacea,4.0,0.006884682,0.6884682
Qualicum,2016-04-25,1.1,Eel,1,6_Gammarid,8.0,0.009803922,0.9803921999999999
Qualicum,2016-04-25,1.1,Eel,1,10_Gammarid,1.0,0.00122549,0.122549
Qualicum,2016-04-25,1.1,Eel,1,10_Phyllodocida,1.0,0.00122549,0.122549
Qualicum,2016-04-25,1.1,Eel,1,14_Natantia,1.0,0.00122549,0.122549
Qualicum,2016-04-25,1.1,Eel,1,26_Fish Larvae,1.0,0.00122549,0.122549
Qualicum,2016-04-25,1.1,Eel,1,2_Gammarid,501.0,0.613970588,61.3970588
Qualicum,2016-04-25,1.1,Eel,1,2_Phyllodocida,6.0,0.007352941,0.7352941
Qualicum,2016-04-25,1.1,Eel,1,2_Natantia,4.0,0.004901961,0.49019609999999997
Qualicum,2016-04-25,1.1,Eel,1,1_Gammarid,238.0,0.291666667,29.1666667
Qualicum,2016-04-25,1.1,Eel,1,1_Gastropod,5.0,0.006127451,0.6127451
Qualicum,2016-04-25,1.1,Eel,1,1_Valvifera,1.0,0.00122549,0.122549
Qualicum,2016-04-25,1.1,Eel,1,1_Appendicularia,25.0,0.030637255,3.0637255
Qualicum,2016-04-25,1.1,Eel,1,1_Harpac,4.0,0.004901961,0.49019609999999997
Qualicum,2016-04-25,1.1,Eel,1,1_Calanoid,18.0,0.022058824,2.2058824
Qualicum,2016-04-25,1.1,Eel,1,1_Cumacea,2.0,0.00245098,0.245098
Qualicum,2016-04-25,2.1,Eel,1,10_Gammarid,3.0,0.00305499,0.305499
Qualicum,2016-04-25,2.1,Eel,1,6_Gammarid,3.0,0.00305499,0.305499
Qualicum,2016-04-25,2.1,Eel,1,18_Natantia,1.0,0.00101833,0.101833
Qualicum,2016-04-25,2.1,Eel,1,14_Natantia,2.0,0.00203666,0.203666
Qualicum,2016-04-25,2.1,Eel,1,10_Natantia,2.0,0.00203666,0.203666
Qualicum,2016-04-25,2.1,Eel,1,10_Brachyura,7.0,0.00712831,0.712831
Qualicum,2016-04-25,2.1,Eel,1,6_Brachyura,2.0,0.00203666,0.203666
Qualicum,2016-04-25,2.1,Eel,1,8_Fish Larvae,1.0,0.00101833,0.101833
Qualicum,2016-04-25,2.1,Eel,1,2_Gammarid,406.0,0.41344195500000003,41.344195500000005
Qualicum,2016-04-25,2.1,Eel,1,2_Appendicularia,16.0,0.016293279,1.6293279
Qualicum,2016-04-25,2.1,Eel,1,2_Natantia,18.0,0.018329939,1.8329939
Qualicum,2016-04-25,2.1,Eel,1,2_Natantia,3.0,0.00305499,0.305499
Qualicum,2016-04-25,2.1,Eel,1,2_Cumacea,1.0,0.00101833,0.101833
Qualicum,2016-04-25,2.1,Eel,1,2_Brachyura,4.0,0.00407332,0.407332
Qualicum,2016-04-25,2.1,Eel,1,1_Gammarid,307.0,0.312627291,31.262729099999998
Qualicum,2016-04-25,2.1,Eel,1,1_Gastropod,4.0,0.00407332,0.407332
Qualicum,2016-04-25,2.1,Eel,1,1_Phyllodocida,2.0,0.00203666,0.203666
Qualicum,2016-04-25,2.1,Eel,1,1_Appendicularia,22.0,0.022403259,2.2403258999999998
Qualicum,2016-04-25,2.1,Eel,1,1_Harpac,76.0,0.077393075,7.739307500000001
Qualicum,2016-04-25,2.1,Eel,1,1_Calanoid,99.0,0.100814664,10.0814664
Qualicum,2016-04-25,2.1,Eel,1,1_Natantia,3.0,0.00305499,0.305499
Qualicum,2016-04-11,1.1,No_Eel,1,6_Gammarid,5.0,0.009727626,0.9727625999999999
Qualicum,2016-04-11,1.1,No_Eel,1,10_Gammarid,3.0,0.005836576,0.5836576
Qualicum,2016-04-11,1.1,No_Eel,1,6_Cumacea,1.0,0.001945525,0.19455250000000002
Qualicum,2016-04-11,1.1,No_Eel,1,30_Brachyura,30.0,0.058365759,5.836575900000001
Qualicum,2016-04-11,1.1,No_Eel,1,2_Gammarid,281.0,0.546692607,54.6692607
Qualicum,2016-04-11,1.1,No_Eel,1,2_Valvifera,1.0,0.001945525,0.19455250000000002
Qualicum,2016-04-11,1.1,No_Eel,1,2_Phyllodocida,2.0,0.003891051,0.3891051
Qualicum,2016-04-11,1.1,No_Eel,1,2_Mysida,2.0,0.003891051,0.3891051
Qualicum,2016-04-11,1.1,No_Eel,1,2_Cumacea,62.0,0.120622568,12.0622568
Qualicum,2016-04-11,1.1,No_Eel,1,2_Brachyura,2.0,0.003891051,0.3891051
Qualicum,2016-04-11,1.1,No_Eel,1,1_Gammarid,108.0,0.210116732,21.0116732
Qualicum,2016-04-11,1.1,No_Eel,1,1_Phyllodocida,10.0,0.019455253,1.9455253
Qualicum,2016-04-11,1.1,No_Eel,1,1_Calanoid,5.0,0.009727626,0.9727625999999999
Qualicum,2016-04-11,1.1,No_Eel,1,1_Cumacea,2.0,0.003891051,0.3891051
Qualicum,2016-04-11,2.1,No_Eel,1,2_Gammarid,224.0,0.386873921,38.687392100000004
Qualicum,2016-04-11,2.1,No_Eel,1,2_Caprellidea,3.0,0.005181347,0.5181347000000001
Qualicum,2016-04-11,2.1,No_Eel,1,2_Cumacea,40.0,0.069084629,6.908462899999999
Qualicum,2016-04-11,2.1,No_Eel,1,1_Gammarid,216.0,0.373056995,37.3056995
Qualicum,2016-04-11,2.1,No_Eel,1,1_Harpac,32.0,0.055267703,5.5267703
Qualicum,2016-04-11,2.1,No_Eel,1,1_Calanoid,64.0,0.110535406,11.0535406
Qualicum,2016-04-11,1.1,Eel,1,10_Gammarid,1.0,0.001540832,0.1540832
Qualicum,2016-04-11,1.1,Eel,1,6_Gammarid,14.0,0.021571649,2.1571648999999997
Qualicum,2016-04-11,1.1,Eel,1,6_Gastropod,4.0,0.006163328,0.6163328
Qualicum,2016-04-11,1.1,Eel,1,22_Natantia,2.0,0.003081664,0.3081664
Qualicum,2016-04-11,1.1,Eel,1,2_Gammarid,306.0,0.471494607,47.1494607
Qualicum,2016-04-11,1.1,Eel,1,2_Phyllodocida,8.0,0.012326656,1.2326656
Qualicum,2016-04-11,1.1,Eel,1,2_Appendicularia,2.0,0.003081664,0.3081664
Qualicum,2016-04-11,1.1,Eel,1,2_Calanoid,8.0,0.012326656,1.2326656
Qualicum,2016-04-11,1.1,Eel,1,2_Natantia,4.0,0.006163328,0.6163328
Qualicum,2016-04-11,1.1,Eel,1,2_Natantia,1.0,0.001540832,0.1540832
Qualicum,2016-04-11,1.1,Eel,1,1_Gammarid,146.0,0.224961479,22.4961479
Qualicum,2016-04-11,1.1,Eel,1,1_Phyllodocida,6.0,0.009244992,0.9244992000000001
Qualicum,2016-04-11,1.1,Eel,1,1_Appendicularia,3.0,0.004622496,0.46224960000000004
Qualicum,2016-04-11,1.1,Eel,1,1_Harpac,30.0,0.046224961,4.6224961
Qualicum,2016-04-11,1.1,Eel,1,1_Calanoid,112.0,0.17257319,17.257319
Qualicum,2016-04-11,1.1,Eel,1,1_Cumacea,1.0,0.001540832,0.1540832
Qualicum,2016-04-11,1.1,Eel,1,1_Isopod,1.0,0.001540832,0.1540832
Qualicum,2016-04-11,2.1,Eel,1,18_Natantia,1.0,0.002252252,0.22522520000000001
Qualicum,2016-04-11,2.1,Eel,1,14_Natantia,4.0,0.009009009,0.9009009
Qualicum,2016-04-11,2.1,Eel,1,6_Brachyura,1.0,0.002252252,0.22522520000000001
Qualicum,2016-04-11,2.1,Eel,1,2_Gammarid,220.0,0.495495495,49.5495495
Qualicum,2016-04-11,2.1,Eel,1,2_Natantia,2.0,0.004504505,0.4504505
Qualicum,2016-04-11,2.1,Eel,1,1_Gammarid,144.0,0.324324324,32.432432399999996
Qualicum,2016-04-11,2.1,Eel,1,1_Harpac,16.0,0.036036036,3.6036036
Qualicum,2016-04-11,2.1,Eel,1,1_Calanoid,56.0,0.126126126,12.6126126
Koeye,2016-08-07,2.1,Eel,NA,1_Gammarid,1.0,0.001572327,0.1572327
Koeye,2016-08-07,2.1,Eel,NA,1_Cladoceran,7.0,0.011006289,1.1006289
Koeye,2016-08-07,2.1,Eel,NA,1_Harpac,251.0,0.394654088,39.4654088
Koeye,2016-08-07,2.1,Eel,NA,1_Calanoid,1.0,0.001572327,0.1572327
Koeye,2016-08-07,2.1,Eel,NA,1_Cumacea,2.0,0.003144654,0.3144654
Koeye,2016-08-07,2.1,No_Eel,1,2_Gammarid,2.0,0.003144654,0.3144654
Koeye,2016-08-07,2.1,No_Eel,1,2_Euphausiid,1.0,0.001572327,0.1572327
Koeye,2016-08-07,2.1,No_Eel,1,1_Gammarid,1.0,0.001572327,0.1572327
Koeye,2016-08-07,2.1,No_Eel,1,1_Phyllodocida,357.0,0.561320755,56.1320755
Koeye,2016-08-07,2.1,No_Eel,1,1_Harpac,11.0,0.017295597,1.7295597
